NCT Number,Title,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Type,Start Date,Primary Completion Date,Completion Date,allocation,intervention_model,observational_model,time_perspective,masking,primary_purpose,country,Start_Month,Start Year,Is_Country_Unknown,Study_Duration_Days
NCT04566276,ChulaCov19 mRNA Vaccine in Healthy Adults,Not yet recruiting,No Results Available,COVID-19 Vaccine|Safety Issues,Biological: ChulaCov19 mRNA vaccine,Frequency of Adverse Events|Grade of Adverse Events|Frequency of solicited reportable local Adverse Events|Grade of solicited reportable local Adverse Events|Frequency of solicited reportable systemic Adverse Events|Grade of of solicited reportable systemic Adverse Events|Frequency of Serious Adverse Events|Frequency of Medically-Attended Adverse Events|Frequency of New-Onset Chronic Medical Conditions|Measurement of body temperature|measurement of respiratory rate|measurement of pulse rate|measurement of systolic blood pressure (SBP)|measurement of diastolic blood pressure (DBP)|assess if there are any symptoms at the head|assess if there are any symptoms at the ears|assess if there are any symptoms at the nose|assess if there are any symptoms at the throat|assess if there are any symptoms at the lungs|assess if there are any symptoms at the lymph nodes|assess if there are any symptoms at the heart|assess if there are any symptoms at the abdomen|assess if there are any symptoms at the skin|Measurement of haemoglobin (Hb)|Measurement of haematocrit (HCT)|Measurement of red blood cell (RBC)|Measurement of white blood cells (WBC)|Assess the percentage of neutrophil|Assess the number of neutrophil|Assess the percentage of lymphocytes|Assess the number of lymphocytes|Assess the percentage of eosinophil|Assess the number of eosinophil|Assess the percentage of basophil|Assess the number of basophil|Assess the percentage of monocytes|Assess the number of monocytes|Measurement of platelet|Measurement of sodium|Measurement of potassium|Measurement of chloride|Measurement of bicarbonate|Measurement of blood urea nitrogen (BUN)|Measurement of creatinine|Assess total protein|Measurement of albumin|Measurement of lipase|Measurement of phosphorus|Measurement of gamma-glutamyl transferase (GGT)|Measurement of glucose|Measurement of creatinine phosphokinase (CPK)|Measurement of calcium|Measurement of uric acid|Measurement of C-reactive protein (CRP)|Measurement of alanine transaminase (ALT)|Measurement of aspartate transaminase (AST)|Measurement of alkaline phosphatase (ALP)|Assess total bilirubin|Assess estimated glomerular filtration rate (eGFR)|Measurement of prothrombin time (PT)|Measurement of partial thromboplastin time (PTT)|Measurement of international normalized ratio (INR)|Geometric mean titers (GMT) in SARS-CoV-2-specific serum neutralising antibody levels|Proportion of participants who achieved a greater than or equal to 4-fold rise from before vaccination in SARS-CoV-2-specific serum neutralising antibody levels|Geometric mean fold rises (GMFR) in SARS-CoV-2-specific serum neutralising titers|Geometric mean titers (GMT) in SARS-CoV-2 surrogate viral neutralising antibody levels|Proportion of participants who achieved a greater than or equal to 4-fold rise from before vaccination in SARS-CoV-2 surrogate viral neutralising antibody levels|Geometric mean fold rises (GMFR) in SARS-CoV-2 surrogate viral neutralising antibody titers|Geometric mean titers (GMT) of SARS-Cov2-spike protein-binding IgG antibody|Proportion of participants who seroconverted: achieving a greater than or equal to 4-fold rise in SARS-Cov2-spike protein-binding IgG antibody|Geometric mean fold rises (GMFR) in SARS-Cov2-spike protein-binding IgG antibody|Percentage of participants who have positive specific CD4 T-cell IFNγ ELISpot responses|Percentage of participants who have positive specific CD8 T-cell IFNγ ELISpot responses|Median number of spot-forming cells (SFC) per 1 million PBMCs|Percentage of participants who shows positive specific Th1 responses|Percentage of participants who shows positive specific Th2 responses|Median percentage specific Th1 responses|Median percentage specific Th2 responses,"Chulalongkorn University|Center of Excellence in Vaccine Research and Development, Chulalongkorn University|Center of Excellence for Vaccine Trial (Vaccine Trial Centre), Faculty of Tropical Medicine, Mahidol University|Chula Vaccine Research Center (ChulaVRC), Faculty of Medicine, Chulalongkorn University|National Vaccine Institute (NVI), Thailand|National Research Council of Thailand|C2F Chulalongkorn University, Faculty of Medicine, Chulalongkorn University",All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 1,96,Other,Interventional,2021-01-01,2021-03-01,2021-06-01,Non-Randomized,Sequential Assignment,N/A,N/A,None (Open Label),Other,Thailand,2021-01,2021,False,151
NCT04844138,Evaluating Overcoming Anxiety in Pregnancy and Postpartum as an Online Self-Directed Program,Not yet recruiting,No Results Available,Perinatal Anxiety|Perinatal Depression,Behavioral: Overcoming Anxiety in Pregnancy and Postpartum Online Self-Directed Program,Change in Perinatal Anxiety Symptoms from Baseline|Change in Perinatal Depression Symptoms from Baseline|Change in COVID-19 Stress from Baseline|Change in Non-Specific Psychological Distress from Baseline|Change in Life Stress from Baseline|Change in Maternal Antenatal Attachment from Baseline|Change in Maternal Postnatal Attachment from Baseline|Change in Maternal Efficacy from Baseline|Acceptability of the Online Self-Directed Program|Participant Satisfaction with the Online Self-Directed Program|Participant Experiences in the Online Self-Directed Program,University of Manitoba,Female,"18 Years and older   (Adult, Older Adult)",N/A,100,Other,Interventional,2021-04-07,2021-12-31,2021-12-31,Randomized,Parallel Assignment,N/A,N/A,"Double (Investigator, Outcomes Assessor)",Treatment,Canada,2021-04,2021,False,268
NCT04441632,Effect of Positive Attitudes on Behavior and Wellness,Completed,No Results Available,"Burnout|Stress, Emotional",Behavioral: Positive feedback,"Teamwork climate, as measured by selected items from the validated Safety Attitude Questionnaire (SAQ)|Resiliency, as measured by the validated Brief Resilience Scale (BRS)|Burnout, as validated by the single-item burnout scale inventory",Cedars-Sinai Medical Center,All,"18 Years and older   (Adult, Older Adult)",N/A,24,Other,Interventional,2020-06-15,2020-07-26,2020-07-30,N/A,Single Group Assignment,N/A,N/A,None (Open Label),Treatment,United States,2020-06,2020,False,45
NCT04763681,Couple HOPES (Helping Overcome PTSD and Enhance Satisfaction),Recruiting,No Results Available,Posttraumatic Stress Disorder,"Behavioral: Couple HOPES Guided, Internet-Delivered, Self-Help Intervention",PTSD Checklist for Diagnostic and Statistical Manual of Mental Disorders-5 (PCL-5) with change measured as mean change from baseline|Couple Satisfaction Index (CSI-4) with change measured as mean change from baseline|Significant Others' Responses to Trauma Scale with change measured as mean change from baseline|Mean change from baseline on Ineffective Arguing Inventory,York University,All,18 Years to 64 Years   (Adult),N/A,140,Other,Interventional,2021-01-01,2021-08-31,2021-08-31,Randomized,Parallel Assignment,N/A,N/A,Single (Outcomes Assessor),Treatment,Canada,2021-01,2021,False,242
NCT04683744,Facilitators and Barriers to Cancer Screening: Stakeholder Perspectives on Implementation,Recruiting,No Results Available,Colorectal Cancer Screening,Other: Semi-structured interviews-Patients|Other: Semi-structured interviews-Health system,"Identify facilitators and barriers to implementing decision aids, provider notifications, and personal risk calculation using an electronic health record to promote colorectal cancer screening.|Identify the challenges and facilitators of effective cancer screening and prevention in primary care during the COVID-19 pandemic among leadership, providers, and staff.|Identify patient knowledge, attitudes, and beliefs that influence decisions to engage in cancer screening and prevention during the COVID-19 pandemic, and barriers to uptake",Indiana University|Patient-Centered Outcomes Research Institute,All,"18 Years and older   (Adult, Older Adult)",N/A,100,Other,Observational,2021-01-11,2023-07-01,2023-07-01,N/A,N/A,Other,Other,N/A,N/A,United States,2021-01,2021,False,901
NCT04281693,A New Screening Strategy for 2019 Novel Coronavirus Infection,Not yet recruiting,No Results Available,Novel Coronavirus Infection Pneumonia,Diagnostic Test: Standard screening strategy|Diagnostic Test: New screening strategy,Screening accuracy|Cost-effectiveness analysis,Affiliated Hospital to Academy of Military Medical Sciences|Beijing 302 Hospital,All,"Child, Adult, Older Adult",N/A,230,Other,Interventional,2020-02-01,2020-03-01,2020-03-01,N/A,Single Group Assignment,N/A,N/A,None (Open Label),Screening,China,2020-02,2020,False,29
NCT04298060,DAS181 for Patients With Severe Hospitalized Flu and SAD-RVs (COVID-19),Not yet recruiting,No Results Available,Influenza Infection|SAD-RV Infection and COVID-19,Drug: DAS181|Drug: Placebo,Percent of subjects who have returned to room air|Percent change of subjects return to baseline oxygen requirement,"Ansun Biopharma, Inc.",All,"18 Years and older   (Adult, Older Adult)",Phase 2,280,Industry,Interventional,2020-07-01,2021-03-01,2022-09-01,Randomized,Parallel Assignment,N/A,N/A,"Triple (Participant, Care Provider, Investigator)",Treatment,China,2020-07,2020,False,792
NCT03963622,Careful Ventilation in Acute Respiratory Distress Syndrome (COVID-19),Recruiting,No Results Available,ARDS,Other: Respiratory Mechanics|Other: Standard Ventilation Strategy,"All-cause 60-day mortality|Duration of ventilation|Duration of ICU and hospital stay|Number of patients with organ dysfunction|Number of patients with barotrauma|Mortality at ICU discharge, 28 days, and hospital discharge",Unity Health Toronto|Canadian Institutes of Health Research (CIHR)|University of Toronto|Applied Health Research Centre,All,"18 Years and older   (Adult, Older Adult)",N/A,740,Other,Interventional,2020-11-23,2022-05-01,2022-11-01,Randomized,Parallel Assignment,N/A,N/A,Single (Outcomes Assessor),Treatment,Canada,2020-11,2020,False,708
NCT04509947,A Study of Ad26.COV2.S in Adults (COVID-19),"Active, not recruiting",No Results Available,Healthy,Biological: Ad26.COV2.S|Biological: Placebo,Number of Participants with Solicited Local Adverse Events (AEs) for 7 days after First Vaccination|Number of Participants with Solicited Local AEs for 7 days after Second Vaccination|Number of Participants with Solicited Systemic AEs for 7 days after First Vaccination|Number of Participants with Solicited Systemic AEs for 7 days after Second Vaccination|Number of Participants with Unsolicited AEs for 28 days after First Vaccination|Number of Participants with Unsolicited AEs for 28 days after Second Vaccination|Number of Participants with Serious Adverse Events (SAEs)|Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2) Neutralization as measured by Virus Neutralization Assay (VNA)|SARS-CoV-2-Binding Antibodies as Measured by Enzyme-Linked Immunosorbent Assay (ELISA),Janssen Pharmaceutical K.K.,All,"20 Years and older   (Adult, Older Adult)",Phase 1,250,Industry,Interventional,2020-08-11,2021-02-22,2021-12-08,Randomized,Parallel Assignment,N/A,N/A,"Double (Participant, Investigator)",Prevention,Japan,2020-08,2020,False,484
NCT04490239,Intranasal Heparin Tolerability Study,"Active, not recruiting",No Results Available,Covid19,Drug: Intranasal heparin sodium (porcine),"activated partial thromboplastin time (aPTT), acute phase|activated partial thromboplastin time (aPTT), chronic phase|platelet count, acute phase|platelet count, chronic phase|Number of incidents of epistaxis, acute phase|Number of incidents of epistaxis, chronic phase|Other adverse effects, acute phase|Other adverse effects, chronic phase","Joshua Sharp|University of Mississippi, Oxford",All,"18 Years to 65 Years   (Adult, Older Adult)",Early Phase 1,6,Other,Interventional,2020-10-09,2020-11-01,2020-11-01,N/A,Sequential Assignment,N/A,N/A,None (Open Label),Prevention,United States,2020-10,2020,False,23
NCT04776174,Efficacy and Tolerance of Telerobotic vs Standard Ultrasound Exam in Children,Not yet recruiting,No Results Available,Covid19,Device: Ultrasound using the telerobotic Melody system,Number of normal and abnormal standard and telerobotic ultrasound examinations|Age of participants|Number of anomalies found|Parent satisfaction|Medical assistant satisfaction|Sonographer satisfaction,Centre Hospitalier Intercommunal Creteil|ADECHOTECH,All,1 Year to 10 Years   (Child),N/A,40,Other,Interventional,2021-03-01,2021-10-30,2022-01-01,N/A,Single Group Assignment,N/A,N/A,None (Open Label),Diagnostic,Unknown,2021-03,2021,True,306
NCT04743609,RSV Burden in Outpatient Settings,Recruiting,No Results Available,"RSV Infection|Children, Only|Outpatient|Bronchiolitis|Otitis Media|Pneumonia",Diagnostic Test: nasopharyngeal samples,RSV proven|Proportion of Respiratory Tract Infections by RSV Status|Proportion of Respiratory Tract Infections with SARS-CoV-2|Proportion of associated complications by RSV status|Proportion of AOM by RSV status|Proportion of pneumonia by RSV status|Score of Quality of life|Caracteristic of tests,Association Clinique Thérapeutique Infantile du val de Marne|Sanofi,All,up to 24 Months   (Child),N/A,1600,Other|Industry,Observational,2021-02-08,2021-07-11,2023-01-11,N/A,N/A,Cohort,Prospective,N/A,N/A,France,2021-02,2021,False,702
NCT04740489,The Impact of Covid-19 on Cardiac Rehabilitation Participants and Staff,Not yet recruiting,No Results Available,Heart Diseases,Behavioral: Phase 3 Cardiac rehabilitation,Psychosocial health and wellbeing|Acceptability to Participants|Feasible to Participants|Physical activity|Loneliness|Heart rate|Blood pressure|Disease management,Ant Shepherd|Hampshire Hospitals NHS Foundation Trust|University of Portsmouth,All,"18 Years and older   (Adult, Older Adult)",N/A,30,Other,Observational,2021-02-01,2022-06-01,2022-06-01,N/A,N/A,Cohort,Cross-Sectional,N/A,N/A,Unknown,2021-02,2021,True,485
NCT04509986,GlobalSurg-CovidSurg Week,Not yet recruiting,No Results Available,Surgery|Covid19|Post-Op Complication,N/A,Post-operative mortality|In-patient mortality|Post-operative pulmonary complications|Post-operative venous thromboembolism|Post-operative complications,University of Birmingham|National Institute for Health Research (NIHR) Global Health Research Unit Grant (NIHR 16.136.79)|Association of Coloproctology of Great Britain and Ireland|Bowel & Cancer Research|Association of Upper Gastrointestinal Surgeons; British Association of Surgical Oncology|Bowel Disease Research Foundation|British Gynaecological Cancer Society|European Society of Coloproctology|NIHR Academy|Sarcoma UK|Vascular Society for Great Britain and Ireland|Yorkshire Cancer Research,All,"Child, Adult, Older Adult",N/A,1000,Other,Observational,2020-10-01,2020-10-31,2020-12-01,N/A,N/A,Cohort,Prospective,N/A,N/A,Unknown,2020-10,2020,True,61
NCT04260308,A Survey of Psychological Status of Medical Workers and Residents in the Context of 2019 Novel Coronavirus Pneumonia,Recruiting,No Results Available,Virus; Pneumonia,N/A,GHQ-12(general health questionnaire-12)|IES-R(Impact of Event Scale-Revised),Huazhong University of Science and Technology,All,"Child, Adult, Older Adult",N/A,30000,Other,Observational,2020-02-03,2020-04-15,2020-04-20,N/A,N/A,Case-Only,Prospective,N/A,N/A,China,2020-02,2020,False,77
NCT04485169,Therapeutic Plasma Exchange for Coronavirus Disease-2019 Triggered Cytokine Release Storm;,Completed,No Results Available,COVID-19|Cytokine Release Syndrome,Procedure: Therapeutic Plasma Exchange,Survival|Duration of Hospitalization|Timing of PCR negativity|Time to CRS resolution|Complications,UNICEF|Pak Emirates Military Hospital Rawalpindi,All,"18 Years to 80 Years   (Adult, Older Adult)",N/A,280,Other,Interventional,2020-04-01,2020-07-31,2020-07-31,Non-Randomized,Parallel Assignment,N/A,N/A,None (Open Label),Treatment,Pakistan,2020-04,2020,False,121
