study_id,nct_id,title,status,phase,study_type,start_date,completion_date,primary_completion_date,enrollment,gender
169,NCT04497272,Assesment of the Metabolomic Signature in COVID-19 Patients,Recruiting,,Interventional,2020-08-07,2021-10-07,2021-08-07,150,All
170,NCT04404179,Setting up a COVID-19 Care Facility at a Prison in Pakistan,Completed,,Observational,2020-03-27,2020-05-02,2020-05-02,69,All
171,NCT04374838,Effect of COVID-19 Pandemic on Pediatric Cancer Care,Recruiting,,Observational,2020-05-15,2021-09-01,2020-08-01,20,All
172,NCT04367402,"COST (COvid STudio) ACTION: Study for the Evaluation of Specific Antibodies Anti Covid-19 Linked to Covid-19 Infection, Symptoms and Genetic Expression of ACE2 Polymorphisms in Patients (COST ACTION)",Recruiting,,Observational,2020-03-30,2020-09-01,2020-04-24,600,All
173,NCT04347174,A Clinical Trial of Mycobacterium w in Critically Ill COVID 19 Patients,Completed,,Interventional,2020-04-30,2020-08-21,2020-08-10,40,All
174,NCT04408001,Study of Kinetics and Efficacy of the Immune Response Against COVID-19 Among Hospital Staff,"Active, not recruiting",,Observational,2020-06-04,2021-06-04,2021-06-04,499,All
175,NCT04839068,the Impact of Covid-19 Pandemic Stress on Pregnancy Outcomes,Not yet recruiting,,Observational,2021-05-01,2022-06-01,2022-05-01,7000,Female
176,NCT04477889,Methodist Health System COVID-19 Patient Registry,Recruiting,,Observational,2020-06-20,2026-12-01,2025-12-01,500,All
177,NCT04470557,Relation Between Lab Finding and COVID-19 Severity,Not yet recruiting,,Observational,2020-07-15,2020-12-01,2020-10-01,100,All
178,NCT04445415,Diagnostic Value of New COVID-19 Antibodies Testing Among Laboratory Healthcare Workers,Not yet recruiting,,Observational,2020-07-01,2021-09-01,2021-06-01,250,All
179,NCT04581148,SARS-CoV2 Antibodies in Pediatric Patients (COVID-19),Not yet recruiting,,Observational,2020-10-05,2022-05-01,2022-05-01,2000,All
180,NCT04803370,Efficacy of Reinforcing Standard Therapy in COVID-19 Patients With Repeated Transfusion of Convalescent Plasma,Recruiting,,Interventional,2020-07-08,2021-09-01,2021-09-01,100,All
181,NCT04336956,Covid-19 Pediatric Observatory,Recruiting,,Observational,2020-04-07,2021-06-30,2021-06-30,250,All
182,NCT04629001,Effect of Covid-19 on Outcomes of Pregnancy,"Active, not recruiting",,Observational,2020-09-01,2021-12-01,2021-09-01,1000,Female
183,NCT04483622,Immunoglobulin G Antibody Immune Response Profile Following Infection With SARS-CoV-2 in COVID-19 Egyptian Patients,Recruiting,,Observational,2020-06-12,2021-02-15,2021-01-13,30,All
184,NCT04632732,Apelin; ACE2 and Biomarkers of Alveolar-capillary Permeability in SARS-cov-2 (COVID-19).,Recruiting,,Observational,2020-10-26,2021-12-01,2021-10-07,140,All
185,NCT04420260,Primary Prevention of Infection by COVID-19 in Health Providers,Not yet recruiting,,Interventional,2020-07-01,2020-09-01,2020-09-01,300,All
186,NCT04318301,Hypertension in Patients Hospitalized With COVID-19,Completed,,Observational,2020-03-21,2020-03-30,2020-03-28,275,All
187,NCT04366882,Minimal Invasive Autopsies to Investigate Changes in Deceased COVID-19 Patients,Recruiting,,Interventional,2020-04-14,2020-12-01,2020-12-01,45,All
188,NCT04420312,Prevalence and Characteristics of Pulmonary Embolism on COVID-19 Patients Presenting Respiratory Symptoms,Completed,,Observational,2020-03-01,2020-04-20,2020-04-20,1024,All
189,NCT04437693,Post Exposure Prophylaxis in Healthcare Workers Exposed to COVID-19 Patients,Not yet recruiting,Phase 2|Phase 3,Interventional,2020-08-31,2021-12-31,2021-08-30,500,All
190,NCT04720794,A Study To Evaluate The Performance of the Lucira Health All-In-One COVID-19 Test Kit vs Hologic Panther Fusion,Completed,,Interventional,2020-09-25,2020-10-20,2020-10-20,101,All
191,NCT04799834,Genotype and Susceptibility to COVID-19,Recruiting,,Observational,2020-11-30,2021-10-01,2021-10-01,1200,All
192,NCT04795414,Safety and Immunogenicity of an Inactivated Vaccine Against COVID-19 in Medical Workers,Recruiting,,Observational,2021-01-14,2023-01-31,2022-04-30,1370,All
193,NCT04775563,COVID-19 Vaccine Hesitancy Among Rheumatic Diseases Patients,Recruiting,,Observational,2021-02-01,2021-10-01,2021-08-30,740,All
194,NCT04736732,The IRCM POST-COVID-19 (IPCO) Clinic,Recruiting,,Observational,2021-01-01,2023-12-12,2023-01-01,570,All
195,NCT04784689,Host Immune Response to Novel RNA COVID-19 Vaccination,Recruiting,,Observational,2021-02-24,2024-01-01,2023-02-01,400,All
196,NCT04350320,Trial to Study the Benefit of Colchicine in Patients With COVID-19,Completed,Phase 3,Interventional,2020-04-30,2020-12-30,2020-10-20,102,All
197,NCT04507893,Comparison Between Positive and Negative COVID-19 Pneumonia,Recruiting,,Observational,2020-03-15,2022-12-01,2020-09-30,80,All
198,NCT04457726,Part Two of Novel Adoptive Cellular Therapy With SARS-CoV-2 Specific T Cells in Patients With Severe COVID-19,Recruiting,Phase 1|Phase 2,Interventional,2020-07-01,2022-12-01,2021-03-01,18,All
199,NCT04537338,Evaluation of the Immune Response to SARS-CoV-2 Among Patients With Covid-19 in Costa Rica,Not yet recruiting,,Observational,2020-09-14,2022-09-14,2022-09-14,2000,All
200,NCT04647994,Exploratory Study: COVID-19 and Pregnancy,Recruiting,,Observational,2020-09-21,2022-06-13,2021-07-01,500,Female
201,NCT04474483,Safety and Efficacy of Melatonin in Outpatients Infected With COVID-19,Recruiting,Phase 2,Interventional,2020-11-06,2021-03-31,2021-03-31,30,All
202,NCT04740658,Organizational Measures to Prevent and Control COVID-19 Infection in Nursing Homes on the Risk of Death of Residents,Not yet recruiting,,Observational,2021-02-01,2021-07-01,2021-07-01,9600,All
203,NCT04636294,Borderline COVID-19 PCR Test Result,Completed,,Observational,2020-08-01,2021-02-15,2021-02-15,30000,All
204,NCT04610502,Efficacy and Safety of Two Hyperimmune Equine Anti Sars-CoV-2 Serum in COVID-19 Patients,Completed,Phase 2,Interventional,2020-09-06,2020-12-06,2020-10-06,26,All
205,NCT04354831,A Study Evaluating the Efficacy and Safety of High-Titer Anti-SARS-CoV-2 Plasma in Hospitalized Patients With COVID-19 Infection,"Active, not recruiting",Phase 2,Interventional,2020-05-11,2023-05-01,2022-05-01,131,All
206,NCT04780334,Rapid Detection of COVID-19 by Portable and Connected Biosensor : Biological Proof of Concept,Not yet recruiting,,Observational,2021-04-01,2022-04-01,2022-04-01,200,All
207,NCT04596098,Immune Responses to COVID-19; Isolation of Neutralizing Antibodies for Therapeutics and Vaccine.,Recruiting,,Observational,2020-04-30,2021-09-30,2021-06-30,100,All
208,NCT04453969,Is COVID-19 Transmitted Through Human Milk? Implications for Breastfeeding and Human Milk Banking-Study 1a,Recruiting,,Observational,2020-05-24,2021-01-01,2021-01-01,50,All
209,NCT04605952,Study to Find the Percentage of Cases Retaining COVID-19 IgG Antibodies 45-65 After They Have Tested Positive,Completed,,Observational,2020-07-01,2020-08-30,2020-08-30,201,All
210,NCT04558307,Feasibility of Rapid COVID-19 Testing in Disadvantaged Populations,Enrolling by invitation,,Observational,2020-06-03,2021-12-01,2021-06-01,1000,All
211,NCT04432103,Treatment of Severe and Critical COVID-19 Pneumonia With Convalescent Plasma,Not yet recruiting,Phase 3,Interventional,2020-06-19,2020-09-30,2020-07-30,36,All
212,NCT04393428,Urinary Biomarkers for AKI Diagnosis in Patients With SARS-CoV-2 (COVID-19),Completed,,Observational,2020-03-01,2020-06-30,2020-06-01,100,All
213,NCT04579289,Managerial and Environmental Risk for COVID 19 in French Long Term Care Institutions,Completed,,Observational,2020-06-15,2020-09-01,2020-09-01,230,All
214,NCT04488484,Medical and Serological Follow-up of the Staff of the Paris Saint-Joseph Hospital Group Infected With Severe Acute Respiratory Syndrome Coronavirus 2.,"Active, not recruiting",,Interventional,2020-07-01,2021-12-31,2021-12-31,450,All
215,NCT04771117,Defiances to Face COVID-19 Pandemic in Mexico,Completed,,Observational,2020-05-01,2020-12-01,2020-08-01,4004,All
216,NCT04761822,COVID-19: SARS Vaccination,Recruiting,Phase 2,Interventional,2021-04-01,2021-07-01,2021-06-01,3400,All
217,NCT04376788,Exchange Transfusion Versus Plasma From Convalescent Patients With Methylene Blue in Patients With COVID-19,Recruiting,Phase 2,Interventional,2020-05-20,2020-09-01,2020-07-01,15,All
218,NCT04567173,Convalescent Plasma as Adjunctive Therapy for Hospitalized Patients With COVID-19,Recruiting,Phase 2|Phase 3,Interventional,2020-09-21,2021-06-30,2021-06-30,136,All
219,NCT04488081,I-SPY COVID-19 TRIAL: An Adaptive Platform Trial for Critically Ill Patients,Recruiting,Phase 2,Interventional,2020-07-31,2022-11-01,2022-07-24,1500,All
220,NCT04636021,Restoring Non-Emergent Cardiovascular Care in the Peri- COVID-19 Era,Recruiting,,Observational,2020-08-01,2022-06-30,2021-12-31,1000,All
221,NCT04527081,Study of COVID-19 DNA Vaccine (AG0302-COVID19),"Active, not recruiting",Phase 1|Phase 2,Interventional,2020-08-31,2021-09-30,2020-11-09,30,All
222,NCT04461340,Efficacy and Safety of Sirolimus in COVID-19 Infection,Recruiting,Phase 2,Interventional,2020-08-15,2020-11-30,2020-10-30,40,All
223,NCT04480060,Experience of an Emergency Intensive Care Unit During COVID-19 Pandemic,Completed,,Observational,2020-03-10,2020-07-14,2020-06-30,100000,All
224,NCT04649840,Estimation of Dynamics of Humoral and Cellular Immunity in COVID-19 Patients,Enrolling by invitation,,Observational,2020-10-01,2021-12-31,2021-12-31,60,All
225,NCT04342156,Safety And Efficacy Of Hydroxychloroquine For At Risk Population (SHARP) Against COVID-19,Withdrawn,Phase 3,Interventional,2020-04-01,2020-10-01,2020-08-01,0,All
226,NCT04345991,"Efficacy of Convalescent Plasma to Treat COVID-19 Patients, a Nested Trial in the CORIMUNO-19 Cohort",Recruiting,Phase 2,Interventional,2020-04-15,2020-06-01,2020-05-15,120,All
227,NCT04386252,Phase I-II Trial of Dendritic Cell Vaccine to Prevent COVID-19 in Adults,Not yet recruiting,Phase 1|Phase 2,Interventional,2021-06-01,2022-06-01,2021-11-01,175,All
228,NCT04354610,Cardiovascular and Renal Biomarkers to Predict Acute Heart or Kidney Injury in Severe Covid-19 Infection,"Active, not recruiting",,Interventional,2020-04-27,2021-03-19,2020-12-19,57,All
229,NCT04364698,Observational Cohort of COVID-19 Patients at Raymond-Poincare,Recruiting,,Observational,2020-05-07,2020-06-01,2020-06-01,500,All
230,NCT04355741,"Gut Microbiota, ""Spark and Flame"" of COVID-19 Disease",Completed,,Observational,2020-04-20,2020-07-16,2020-07-01,115,All
231,NCT04347681,Potential Efficacy of Convalescent Plasma to Treat Severe COVID-19 and Patients at High Risk of Developing Severe COVID-19,Recruiting,Phase 2,Interventional,2020-04-18,2021-04-11,2020-12-31,575,All
232,NCT04421404,Effects of COVID-19 Convalescent Plasma (CCP) on Coronavirus-associated Complications in Hospitalized Patients,"Active, not recruiting",Phase 2,Interventional,2020-06-09,2021-04-30,2021-04-30,50,All
233,NCT04453280,Antibody Detection in COVID-19 Cured Patients (SARS-CoV-2-CZ-Immunity),Completed,,Observational,2020-05-18,2020-06-03,2020-06-03,695,All
234,NCT04361981,Influence of COVID-19 Infection in Thromboembolic Venous Disease: National Cohort Study,Not yet recruiting,,Observational,2020-04-01,2020-12-31,2020-08-31,50,All
235,NCT04470648,COVID-19 Infection at Samusocial in Paris: Descriptive and Serological Survey,Recruiting,,Observational,2020-07-22,2021-08-01,2021-08-01,183,All
236,NCT04710381,IMUNOR® Preparation in the Prevention of COVID-19,Not yet recruiting,Phase 4,Interventional,2021-02-01,2021-06-30,2021-05-31,100,All
237,NCT04470258,Elmo Respiratory Support Project - COVID-19,Recruiting,,Interventional,2020-08-02,2020-12-01,2020-09-29,10,All
238,NCT04355871,Characteristics and Outcomes of Hospitalized Patients With COVID-19 in Spain,Completed,,Observational,2020-03-18,2020-04-17,2020-04-15,4035,All
239,NCT04705116,COVID-19 Vaccines International Pregnancy Exposure Registry,Not yet recruiting,,Observational,2021-04-01,2025-12-31,2025-12-31,5000,Female
240,NCT04482673,Vitamin D Supplementation in the Prevention and Mitigation of COVID-19 Infection,Recruiting,Phase 4,Interventional,2020-07-31,2021-12-31,2021-12-31,140,All
241,NCT04733807,Antibodies Response to mRNA Vaccine Against Covid-19,Recruiting,,Observational,2021-01-28,2022-02-01,2021-07-31,600,All
242,NCT04336384,Impact of Covid-19 in Congenital Heart Disease,Completed,,Observational,2020-03-01,2020-12-30,2020-12-01,5000,All
243,NCT04470583,Evaluating Clinical Parameters of COVID-19 in Pregnancy,Recruiting,,Observational,2020-10-09,2021-12-02,2021-11-01,116,All
244,NCT04465981,Investigation of Antibody and Immune Responses to SARS-CoV-2 Proteins,Recruiting,,Observational,2020-07-01,2021-06-01,2020-12-01,80,All
245,NCT04614012,Hyperimmune Plasma for Patients With COVID-19,Recruiting,,Interventional,2020-07-02,2022-07-02,2022-07-02,100,All
246,NCT04526821,Lactoferrin for Prevention of COVID-19 in Health Care Workers,Not yet recruiting,Phase 2,Interventional,2020-09-01,2021-11-01,2021-06-30,336,All
247,NCT04430049,"Impact of Covid-19 Restrictive Measure on Anxiety, Depression and PTSD for Relatives of ICU Patients",Recruiting,,Observational,2020-06-22,2023-01-22,2021-10-22,480,All
248,NCT04341441,Will Hydroxychloroquine Impede or Prevent COVID-19,Terminated,Phase 3,Interventional,2020-04-07,2020-12-15,2020-12-15,624,All
249,NCT04588363,COVID-19: Pediatric Research Immune Network on SARS-CoV-2 and MIS-C,Recruiting,,Observational,2020-11-19,2022-11-01,2021-11-01,250,All
250,NCT04376879,Predicting the Need for Intubation in Hospitalised COVID-19 Patients (PRED ICU COVID19),Recruiting,,Observational,2020-05-16,2022-05-01,2022-05-01,384,All
251,NCT04358536,Classification of COVID-19 Infection in Posteroanterior Chest X-rays,Completed,,Observational,2020-04-01,2020-04-17,2020-04-17,230,All
252,NCT04564716,"Clinical Trial of Efficacy, Safety, and Immunogenicity of Gam-COVID-Vac Vaccine Against COVID-19 in Belarus","Active, not recruiting",Phase 3,Interventional,2020-09-28,2021-04-10,2021-03-28,100,All
253,NCT04533360,Prevalence of COVID-19 Antibodies Kingman AZ,Enrolling by invitation,,Observational,2020-09-28,2021-05-01,2020-10-09,3000,All
254,NCT04832919,A Nurse-Community Health Worker-Family Partnership Model: Addressing Uptake of COVID-19 Testing and Control Measures,Not yet recruiting,,Interventional,2021-04-01,2022-05-01,2022-05-01,810,All
255,NCT04685447,Effects of Different Dialysis Strategies on Inflammation in COVID-19 Maintenance Hemodialysis Patients,Recruiting,,Interventional,2020-03-16,2021-12-01,2020-04-20,30,All
256,NCT04716907,Thymic Function in Patients With COVID-19,Recruiting,,Observational,2021-03-19,2023-03-19,2023-03-19,36,All
257,NCT04816084,SERUR: COVID-19 Serological Survey of Staff From the University Reims-Champagne Ardennes,Completed,,Interventional,2020-11-05,2021-03-15,2020-12-01,389,All
258,NCT04613297,HLA-G Immuno-Inhibitor Checkpoint Study in Patients With COVID-19 Infection: Molecular and Cellular Assessment,Recruiting,,Interventional,2020-10-19,2021-10-01,2021-10-01,120,All
259,NCT04483908,COVID-19 in Baselland: Investigation and Validation of Serological Diagnostic Assays and Epidemiological Study of Sars-CoV-2 Specific Antibody Responses,Recruiting,,Observational,2020-04-10,2022-05-30,2022-05-30,550,All
260,NCT04789356,Effectiveness of the Adsorbed Vaccine COVID-19 (Coronavac) Among Education and Public Safety Workers With Risk Factors for Severity,Recruiting,Phase 4,Interventional,2021-03-18,2022-03-01,2021-06-01,10156,All
261,NCT04459390,Association of Comorbidities With COVID19,Recruiting,,Observational,2020-07-20,2020-11-20,2020-10-20,100,All
262,NCT04406090,Endovascular Thrombectomy in COVID-19 Infected Patients,Completed,,Observational,2020-04-01,2020-06-30,2020-06-30,50,All
263,NCT04387838,Study of the SARS-COV-2 (COVID-19) Serological Profile of an Army Training Hospital Staff,Completed,,Observational,2020-05-14,2020-08-15,2020-08-15,845,All
264,NCT04685603,Dendritic Cell Vaccine to Prevent COVID-19,Recruiting,Phase 1,Interventional,2020-12-07,2022-01-31,2021-01-31,27,All
265,NCT04411602,Intermediate IND Severe Illness COVID-19 CP,Recruiting,Phase 1,Interventional,2020-04-07,2021-11-01,2021-05-03,90,All
266,NCT04695678,Epidemiological Multicohort Study of Latent COVID-19 Infections,"Active, not recruiting",,Observational,2020-07-01,2021-06-30,2021-01-31,4000,All
267,NCT04709744,Impact of Vitamin D Level and Supplement on SLE Patients During COVID-19 Pandemic,Completed,,Observational,2020-04-01,2020-12-30,2020-12-25,38,All
268,NCT04712344,Assessment of Efficacy and Safety of Therapy With COVID-19 Convalescent Plasma in Subjects With Severe COVID-19 (IPCO),Recruiting,Phase 2,Interventional,2021-01-18,2021-09-01,2021-09-01,58,All
269,NCT04456595,Clinical Trial of Efficacy and Safety of Sinovac's Adsorbed COVID-19 (Inactivated) Vaccine in Healthcare Professionals,"Active, not recruiting",Phase 3,Interventional,2020-07-21,2022-02-01,2020-12-17,12688,All
270,NCT04799600,The Effect of the Severity of COVID-19 Disease on the Incidence of Acute Renal Failure in ICU,Recruiting,,Observational,2020-09-01,2021-07-01,2021-06-15,158,All
