study_id,agency,agency_class,lead_or_collaborator
242,"Dr. Magalie LADOUCEUR, Paris",Other,Collaborator
242,"Pr. BERTRAND LEOBON, Toulouse",Other,Collaborator
242,"Pr. Caroline OVAERT, Marseille",Other,Collaborator
242,"Dr. Karine WARIN-FRESSE, Nantes",Other,Collaborator
242,"Alexis BLANC, Montpellier",Other,Collaborator
242,"Pr. Roland HENAINE, Lyon",Other,Collaborator
242,"Hamouda ABASSI, Montpellier",Other,Collaborator
243,Chelsea and Westminster NHS Foundation Trust,Other,Lead
244,INanoBio Inc.,Industry,Lead
244,TMC HealthCare,Other,Collaborator
245,ANNA FALANGA,Other,Lead
245,A.O. Ospedale Papa Giovanni XXIII,Other,Collaborator
246,Universidad Peruana Cayetano Heredia,Other,Lead
247,"University Hospital, Clermont-Ferrand",Other,Lead
248,Henry Ford Health System,Other,Lead
249,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Lead
249,Autoimmunity Centers of Excellence,Other,Collaborator
249,Clinical Trials in Organ Transplantation in Children,Other,Collaborator
250,"Central Hospital, Nancy, France",Other,Lead
251,Dascena,Industry,Lead
252,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation",Other,Lead
252,RDIF (Russian Direct Investment Fund),Other,Collaborator
252,CRO: iPharma,Other,Collaborator
253,Kingman Regional Medical Center,Other,Lead
254,New York University,Other,Lead
255,Universita degli Studi di Genova,Other,Lead
255,"IRCCS Azienda Ospedaliera Universitaria San Martino - IST Istituto Nazionale per la Ricerca sul Cancro, Genoa, Italy",Other,Collaborator
256,CMC Ambroise Paré,Other,Lead
257,Université de Reims Champagne-Ardenne,Other,Lead
258,Hopital Foch,Other,Lead
259,"University Hospital, Basel, Switzerland",Other,Lead
259,ETH Zurich (Switzerland),Other,Collaborator
259,"Department of Health, Canton Basel-Land",Other,Collaborator
260,Fundação de Medicina Tropical Dr. Heitor Vieira Dourado,Other,Lead
260,Butantan Institute,Other,Collaborator
261,Assiut University,Other,Lead
262,"University Hospital, Montpellier",Other,Lead
263,Direction Centrale du Service de Santé des Armées,Other,Lead
264,Indonesia-MoH,Other,Lead
264,"Aivita Biomedical, Inc.",Industry,Collaborator
264,PT AIVITA Biomedika Indonesia,Other,Collaborator
264,"National Institute of Health Research and Development, Ministry of Health Republic of Indonesia",Other,Collaborator
264,"RSUP Dr. Kariadi Semarang, indonesia",Other,Collaborator
264,"Faculty of Medicine University of Diponegoro, Indonesia",Other,Collaborator
265,Ascension South East Michigan,Other,Lead
266,Wissenschaftliches Institut Bethanien e.V,Other,Lead
267,Mansoura University,Other,Lead
268,University of Erlangen-Nürnberg Medical School,Other,Lead
269,Butantan Institute,Other,Lead
269,"Sinovac Life Sciences Co., Ltd.",Other,Collaborator
270,Ankara City Hospital Bilkent,Other,Lead
271,Sohag University,Other,Lead
272,University of Alcala,Other,Lead
272,Professional College of Physiotherapists of the Community of Madrid (CPFCM),Other,Collaborator
272,University Hospital of Guadalajara (HUGU),Other,Collaborator
273,Lenanrt Friis-Hansen,Other,Lead
273,University Hospital Bispebjerg and Frederiksberg,Other,Collaborator
274,Centre Hospitalier Universitaire de Nice,Other,Lead
275,Uşak University,Other,Lead
276,"Mebo Research, Inc.",Other,Lead
276,Aurametrix,Other,Collaborator
277,"AnGes, Inc.",Industry,Lead
277,Japan Agency for Medical Research and Development,Other,Collaborator
278,Imperial College London,Other,Lead
279,Charles Drew University of Medicine and Science,Other,Lead
280,Kanuni Sultan Suleyman Training and Research Hospital,Other,Lead
281,Spanish Network for Research in Infectious Diseases,Other,Lead
281,Fundación Pública Andaluza para la gestión de la Investigación en Sevilla,Other,Collaborator
282,Azienda Ospedaliera Città della Salute e della Scienza di Torino,Other,Lead
283,Corporacion Parc Tauli,Other,Lead
284,University of Pennsylvania,Other,Lead
285,The George Washington University Biostatistics Center,Other,Lead
285,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH,Collaborator
286,Western Norway University of Applied Sciences,Other,Lead
286,Helse-Bergen HF,Other,Collaborator
287,Centenario Hospital Miguel Hidalgo,Other,Lead
288,"University Hospital, Grenoble",Other,Lead
289,South Valley University,Other,Lead
290,Universitas Padjadjaran,Other,Lead
290,PT. Rhea Pharmaceutical Sciences Indonesia,Industry,Collaborator
290,Prodia Diacro Laboratories P.T.,Other,Collaborator
291,Matilde Zaballos,Other,Lead
291,Hospital General Universitario Gregorio Marañon,Other,Collaborator
292,Stanford University,Other,Lead
293,Johns Hopkins University,Other,Lead
294,Peking University First Hospital,Other,Lead
295,Università degli Studi dell'Insubria,Other,Lead
296,Swansea University,Other,Lead
296,Cardiff University,Industry,Collaborator
296,Marinomed Biotech AG,Other,Collaborator
296,Walgreens Boots Alliance,Other,Collaborator
296,Abertawe Bro Morgannwg University Health Board,Other,Collaborator
297,Ancon Technologies Ltd,Industry,Lead
298,Inova Health System,Other,Lead
299,Damanhour University,Other,Lead
300,Laboratorio Elea Phoenix S.A.,Industry,Lead
300,Beijing Institute of Biological Products Co Ltd.,Other,Collaborator
300,China National Biotec Group Company Limited,Other,Collaborator
300,Fundación Huésped,Other,Collaborator
301,"Hospital St. Joseph, Marseille, France",Other,Lead
302,Mansoura University,Other,Lead
303,University Medical Center Groningen,Other,Lead
303,Erasmus Medical Center,Other,Collaborator
303,Radboud University,Other,Collaborator
303,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),Other,Collaborator
304,Societa Italiana dell'Ipertensione Arteriosa,Other,Lead
305,University of Pennsylvania,Other,Lead
306,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Lead
306,"Rho Federal Systems Division, Inc.",Industry,Collaborator
307,"Beech Tree Labs, Inc.",Industry,Lead
307,Norwich Clinical Research Associates Ltd.,Other,Collaborator
307,Curavit Clinical Research,Other,Collaborator
308,Fayoum University,Other,Lead
309,"Lifefactors Zona Franca, SAS",Industry,Lead
310,"Kentucky BioProcessing, Inc.",Industry,Lead
311,Kanuni Sultan Suleyman Training and Research Hospital,Other,Lead
311,Seda Yilmaz Semerci,Other,Collaborator
312,"Han Xu, M.D., Ph.D., Sponsor-Investigator, IRB Chair",Industry,Lead
312,"Medicine Invention Design, Inc",Other,Collaborator
313,General and Maternity Hospital of Athens Elena Venizelou,Other,Lead
314,Hospital de Sagunto,Other,Lead
314,Biopolis S.L.,Industry,Collaborator
314,Laboratorios Heel España,Other,Collaborator
315,Karolinska Institutet,Other,Lead
316,University of Edinburgh,Other,Lead
317,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,Other,Lead
318,Immunitor LLC,Industry,Lead
318,Immunitor Inc.,Other,Collaborator
319,"University Hospital, Montpellier",Other,Lead
319,Clinique du Millenaire,Other,Collaborator
319,CHU de Nîmes,Other,Collaborator
319,CHU de Perpignan,Other,Collaborator
319,ligue nationale de Basket,Other,Collaborator
319,Rennes University Hospital,Other,Collaborator
320,Institut Cancerologie de l'Ouest,Other,Lead
321,Jiangsu Province Centers for Disease Control and Prevention,Other,Lead
322,Hospital de Clinicas de Porto Alegre,Other,Lead
323,Charles Drew University of Medicine and Science,Other,Lead
324,The University of Hong Kong,Other,Lead
325,Mayo Clinic,Other,Lead
326,D'Or Institute for Research and Education,Other,Lead
326,Butantan Institute,Other,Collaborator
327,"Coordinación de Investigación en Salud, Mexico",Other,Lead
327,Hospital Infantil de Mexico Federico Gomez,Other,Collaborator
328,Azienda Ospedaliera Universitaria Integrata Verona,Other,Lead
329,Max Healthcare Insititute Limited,Other,Lead
330,Medialis Ltd.,Industry,Lead
331,"University Hospital, Lille",Other,Lead
332,Niguarda Hospital,Other,Lead
333,Hospital Clinic of Barcelona,Other,Lead
334,Ain Shams University,Other,Lead
335,Health Institutes of Turkey,Other,Lead
336,Hospices Civils de Lyon,Other,Lead
337,Grand Hôpital de Charleroi,Other,Lead
338,Kasr El Aini Hospital,Other,Lead
339,Jiangsu Province Centers for Disease Control and Prevention,Other,Lead
340,University Hospital Plymouth NHS Trust,Other,Lead
341,"Anders Fink-Jensen, MD, DMSci",Other,Lead
341,Psychiatric Centre Rigshospitalet,Other,Collaborator
342,Ankara University,Other,Lead
342,Presidency of Health Institute Turkey (TUSEB),Other,Collaborator
343,"National Research Institute of Chinese Medicine, Ministry of Health and Welfare",Other,Lead
344,University of Toronto,Other,Lead
345,"University of Wisconsin, Madison",Other,Lead
346,Military Hospital of Tunis,Other,Lead
346,UR17DN02 : Autoimmune Diseases Research Unit,Other,Collaborator
346,Dacima Consulting,Other,Collaborator
347,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Lead
347,National Institutes of Health Clinical Center (CC),Other,Collaborator
348,University of Salamanca,Other,Lead
349,Unidad Temporal COVID-19 en Centro Citibanamex,Other,Lead
349,Instituto Nacional de Cardiologia Ignacio Chavez,Other,Collaborator
349,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,Other,Collaborator
350,"Federal Research Clinical Center of Federal Medical & Biological Agency, Russia",Other,Lead
351,Hospital Clinic of Barcelona,Other,Lead
351,Sociedad Española de Trasplante Hepático,Other,Collaborator
352,University of Pennsylvania,Other,Lead
352,Public Health Management Corporation,Other,Collaborator
353,Ain Shams University,Other,Lead
354,Tanta University,Other,Lead
355,Novavax,Industry,Lead
356,"Ihsan GURSEL, PhD, Prof.",Other,Lead
356,Dr Abdurrahman Yurtaslan Ankara Oncology Training and Research Hospital,Industry,Collaborator
356,The Scientific and Technological Research Council of Turkey,Other,Collaborator
356,MonitorCRO,Other,Collaborator
356,Nobel Pharmaceuticals,Other,Collaborator
357,Wroclaw Medical University,Other,Lead
357,Medical Research Agency,Other,Collaborator
358,Daniel Griffin,Industry,Lead
358,Eli Lilly and Company,Other,Collaborator
358,"Optum, Inc.",Other,Collaborator
358,UnitedHealth Group,Other,Collaborator
359,Corporacion Parc Tauli,Other,Lead
360,"University Hospital, Montpellier",Other,Lead
361,Universitaire Ziekenhuizen Leuven,Other,Lead
361,KU Leuven,Other,Collaborator
361,Hasselt University,Other,Collaborator
361,Ziekenhuis Oost-Limburg,Other,Collaborator
361,Jessa Hospital,Other,Collaborator
362,University of Alberta,Other,Lead
363,Damanhour University,Other,Lead
364,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation",Other,Lead
364,Acellena Contract Drug Research and Development,Other,Collaborator
365,KK Women's and Children's Hospital,Other,Lead
365,Singapore General Hospital,Other,Collaborator
365,"National University Hospital, Singapore",Other,Collaborator
366,"University Hospital, Montpellier",Other,Lead
367,Neuromed IRCCS,Other,Lead
368,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation",Other,Lead
368,Government of the city of Moscow,Other,Collaborator
368,CRO: Crocus Medical BV,Other,Collaborator
369,University of Cagliari,Other,Lead
370,Centre Hospitalier Universitaire de Nīmes,Other,Lead
371,"Centre Hospitalier Universitaire, Amiens",Other,Lead
372,King Faisal Specialist Hospital & Research Center,Other,Lead
373,Duke University,Other,Lead
374,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation",Other,Lead
374,Ministerio del Poder Popular para la Salud de la República Bolivariana de Venezuela,Other,Collaborator
375,Fundacion Clinica Valle del Lili,Other,Lead
376,Assistance Publique - Hôpitaux de Paris,Other,Lead
377,Izmir Bakircay University,Other,Lead
377,Cigli Regional Training Hospital,Other,Collaborator
377,Muğla Sıtkı Koçman University,Other,Collaborator
378,Universitätsklinikum Köln,Other,Lead
378,ZKS Köln,Industry,Collaborator
378,MMH Institute for Transfusion Medicine,Other,Collaborator
378,Miltenyi Biomedicine GmbH,Other,Collaborator
379,Hôpital Européen Marseille,Other,Lead
380,Groupe d'Etude sur le Risque d'Exposition des Soignants aux Agents Infectieux,Other,Lead
381,University of Glasgow,Other,Lead
382,Assiut University,Other,Lead
383,King's College London,Other,Lead
384,Shaheed Zulfiqar Ali Bhutto Medical University,Other,Lead
385,Instituto Brasileiro de Controle do Cancer,Other,Lead
386,"Coordinación de Investigación en Salud, Mexico",Other,Lead
386,Instituto Mexicano del Seguro Social,Other,Collaborator
387,Groupe Hospitalier Paris Saint Joseph,Other,Lead
388,Caja Costarricense de Seguro Social,Other,Lead
388,Universidad de Costa Rica,Other,Collaborator
388,Ministry of Health Costa Rica,Other,Collaborator
389,"University Hospital, Basel, Switzerland",Other,Lead
390,Ataturk University,Other,Lead
391,Assiut University,Other,Lead
392,Novavax,Industry,Lead
392,Department of Health and Human Services,U.S. Fed,Collaborator
393,Karolinska University Hospital,Other,Lead
394,Ospedale Andrea Tortora di Pagani,Other,Lead
395,Princess Nourah Bint Abdulrahman University,Other,Lead
396,Stony Brook University,Other,Lead
397,University of Sargodha,Other,Lead
397,"Dr Fariha Kanwal, Med-X Research Institute, School of biomedical engineering, Shanghai",Other,Collaborator
398,Lahore General Hospital,Other,Lead
399,Tufts Medical Center,Other,Lead
399,Bellerophon,Industry,Collaborator
400,Institut d'Investigació Biomèdica de Bellvitge,Other,Lead
401,Bassett Healthcare,Other,Lead
401,"Bioreference, Inc",Other,Collaborator
402,Fundación para la Investigación del Hospital Clínico de Valencia,Other,Lead
403,Olga Tyumina,Other,Lead
403,Clinics of the Federal State Budgetary Educational Institution SSMU,Other,Collaborator
403,Samara Regional Clinical Hospital V.D. Seredavin,Other,Collaborator
403,"State-Financed Health Facility ""Samara Regional Medical Center Dinasty""",Other,Collaborator
404,Future Genetics Limited,Other,Lead
405,Kerecis Ltd.,Industry,Lead
406,Inova Health Care Services,Other,Lead
407,Hospital Italiano de Buenos Aires,Other,Lead
407,Roche Pharma AG,Industry,Collaborator
408,Sciensano,Other,Lead
408,KU Leuven,Other,Collaborator
408,University of Liege,Other,Collaborator
408,Universiteit Antwerpen,Other,Collaborator
409,Shanghai Asclepius Meditec Inc.,Industry,Lead
409,Shanghai Public Health Clinical Center,Other,Collaborator
409,Henan Provincial People's Hospital,Other,Collaborator
409,Shenzhen Third People's Hospital,Other,Collaborator
409,The First People's Hospital of Yunnan,Other,Collaborator
409,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",Other,Collaborator
409,Shanghai 6th People's Hospital,Other,Collaborator
409,Guangdong Provincial Hospital of Traditional Chinese Medicine,Other,Collaborator
410,Vaxine Pty Ltd,Industry,Lead
410,Central Adelaide Local Health Network Incorporated,Other,Collaborator
411,Vrije Universiteit Brussel,Other,Lead
411,Universitair Ziekenhuis Brussel,Other,Collaborator
412,"University of Wisconsin, Madison",Other,Lead
412,National Cancer Institute (NCI),NIH,Collaborator
413,Assaf-Harofeh Medical Center,Other,Lead
414,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,Other,Lead
415,Masaryk University,Other,Lead
