study_id,outcome_type,measure,time_frame,description
5409,Not Specified,Change cognitive and emotional impact of caring,"From baseline, 5 months",Detailed in measure
5409,Not Specified,Change social support,"From baseline, 5 months",Detailed in measure
5409,Not Specified,"Change self reported school, training or work experience, performance, and attendance","From baseline, 5 months",Detailed in measure
5410,Not Specified,Time to intubation for mcgrath videolaryngoscope versus direct laryngoscope,Not specified,Detailed in measure
5410,Not Specified,Incidence of success at first intubation attempt with mcgrath videolaryngoscope versus direct laryngoscope,Not specified,Detailed in measure
5410,Not Specified,Incidence of the use of adjuncts at first attempt with mcgrath videolaryngoscope versus direct laryngoscope,Not specified,Detailed in measure
5410,Not Specified,Incidence of the use of adjuncts at subsequent attempts with mcgrath videolaryngoscope versus direct laryngoscope,Not specified,Detailed in measure
5410,Not Specified,Incidence of success and failure at intubation using initial laryngoscope,Not specified,Detailed in measure
5410,Not Specified,Intubation difficulty scale with mcgrath videolaryngoscope versus direct laryngoscope,Not specified,Detailed in measure
5410,Not Specified,Incidence of oxygen desaturation to less than 88% and oro dental injuries with mcgrath videolaryngoscope versus direct laryngoscope,Not specified,Detailed in measure
5410,Not Specified,Incidence of inability to intubate despite all efforts by the anesthetist with mcgrath videolaryngoscope versus direct laryngoscope,Not specified,Detailed in measure
5410,Not Specified,Closest distance from the patient's mouth to the anaesthetist's mouth during intubation,Not specified,Detailed in measure
5411,Not Specified,Esophageal pressure impact on non invasive ventilation failure,Not specified,Detailed in measure
5411,Not Specified,Transpulmonary pressure impact on non invasive ventilation failure,Not specified,Detailed in measure
5411,Not Specified,Dynamic compliance impact on non invasive ventilation failure,Not specified,Detailed in measure
5411,Not Specified,Dynamic mechanical power impact on non invasive ventilation failure,Not specified,Detailed in measure
5412,Not Specified,Complete response,Not specified,Detailed in measure
5412,Not Specified,Response,Not specified,Detailed in measure
5412,Not Specified,No response,Not specified,Detailed in measure
5412,Not Specified,Relapses,Not specified,Detailed in measure
5412,Not Specified,Early response,Not specified,Detailed in measure
5412,Not Specified,Initial response,Not specified,Detailed in measure
5412,Not Specified,Tor (time to response),Not specified,Detailed in measure
5412,Not Specified,Dor (duration of response),Not specified,Detailed in measure
5412,Not Specified,Treatments associated adverse events,Not specified,Detailed in measure
5412,Not Specified,Reduction in bleeding symptoms,Not specified,Detailed in measure
5413,Not Specified,Vaccination completion assessment rate,Not specified,Detailed in measure
5414,Not Specified,Accuracy of rppg heart rate,Not specified,Detailed in measure
5414,Not Specified,Accuracy of rppg oxygen saturation,Not specified,Detailed in measure
5414,Not Specified,Accuracy of rppg respiratory rate,Not specified,Detailed in measure
5414,Not Specified,Reproducibility of rppg heart rate readings,Not specified,Detailed in measure
5414,Not Specified,Reproducibility of rppg oxygen saturation readings,Not specified,Detailed in measure
5414,Not Specified,Reproducibility of rppg respiratory rate readings,Not specified,Detailed in measure
5415,Not Specified,% of red blood cells with hemolysis,Not specified,Detailed in measure
5415,Not Specified,Dual label 24 hour in vivo % recovery of red blood cells,Not specified,Detailed in measure
5415,Not Specified,% red blood cells recovered post filtration,Not specified,Detailed in measure
5416,Not Specified,Physical activity self report survey to measure engagement in activities,Not specified,Detailed in measure
5416,Not Specified,"Loneliness assessment 20 item, self report assessment to measure loneliness",Not specified,Detailed in measure
5416,Not Specified,Physical activity step activity monitor to track daily steps walked,Not specified,Detailed in measure
5416,Not Specified,Promis short form to measure level 2 adult depression,Not specified,Detailed in measure
5416,Not Specified,Promis short form to measure anxiety in adults,Not specified,Detailed in measure
5416,Not Specified,Late life function instrument to assess functionality in elderly,Not specified,Detailed in measure
5416,Not Specified,Late life function instrument to access disability in elderly,Not specified,Detailed in measure
5416,Not Specified,Duke social support short scale to measure social support among older people,Not specified,Detailed in measure
5416,Not Specified,Mini nutritional assessment to determine if there is risk of malnourishment,Not specified,Detailed in measure
5416,Not Specified,Likert 0 7 rating scale of participants satisfaction with the program,Not specified,Detailed in measure
5417,Not Specified,All cause mortality,28 days,Detailed in measure
5417,Not Specified,Time to 7 category ordinal scale of clinical status improvement (t7coscsi),Not specified,Detailed in measure
5417,Not Specified,Ventilator free days (vfds),28 days,Detailed in measure
5417,Not Specified,Organ failure free days (offd),Not specified,Detailed in measure
5417,Not Specified,Intensive care unit length of stay (icu los),Not specified,Detailed in measure
5417,Not Specified,Hospital length of stay (hlos),Not specified,Detailed in measure
5417,Not Specified,In hospital all cause mortality (ihacm),Not specified,Detailed in measure
5417,Not Specified,All cause mortality (60dacm),60 days,Detailed in measure
5417,Not Specified,Time to oxygenation improvement (toi),Not specified,Detailed in measure
5417,Not Specified,Duration of supplemental oxygen (dso),Not specified,Detailed in measure
5417,Not Specified,Chest radiographic improvement (cri),Not specified,Detailed in measure
5417,Not Specified,Time to national early warning score 2 improvement (tnews2i),Not specified,Detailed in measure
5417,Not Specified,Treatment emergent adverse events (teaes),Not specified,Detailed in measure
5417,Not Specified,Plasma siltuximab concentrations (pscs),Not specified,Detailed in measure
5417,Not Specified,Anti siltuximab antibodies (asa),Not specified,Detailed in measure
5418,Not Specified,Intentions to take up the seasonal influenza vaccination,Not specified,Detailed in measure
5419,Not Specified,Difficulty in performing daily activities,Not specified,Detailed in measure
5419,Not Specified,Basic and acute health,Not specified,Detailed in measure
5419,Not Specified,Mental health,Not specified,Detailed in measure
5419,Not Specified,Healthcare utilization,Not specified,Detailed in measure
5419,Not Specified,Loneliness,Not specified,Detailed in measure
5419,Not Specified,Survival of elderly person,Not specified,Detailed in measure
5419,Not Specified,Community and social integration: visitors,Not specified,Detailed in measure
5419,Not Specified,Community and social integration: children and grandchildren,Not specified,Detailed in measure
5419,Not Specified,Seeking or receiving covid vaccine,Not specified,Detailed in measure
5419,Not Specified,Food security,Not specified,Detailed in measure
5419,Not Specified,Cognitive function,Not specified,Detailed in measure
5419,Not Specified,Consumption,Not specified,Detailed in measure
5420,Not Specified,The number of adverse events after intramuscular injection,Not specified,Detailed in measure
5420,Not Specified,Immunogenic end point,Not specified,Detailed in measure
5421,Not Specified,Change in left ventricular systolic function quantified by left ventricular ejection fraction and global longitudinal strain by transthoracic echocardiography,Not specified,Detailed in measure
5421,Not Specified,Change in health related quality of life assessed by the functional assessment of cancer therapy breast plus arm morbidity (fact b+4) questionnaire,Not specified,Detailed in measure
5421,Not Specified,Change in tolerance to chemotherapy: number of participants with significant cardiovascular and non cardiovascular adverse effects throughout the study,Not specified,Detailed in measure
5421,Not Specified,"Change in global functional capacity assessed by conventional ergometry, cardiopulmonary exercise testing (cpet) or the 6 minute walking test (6mwt)",Not specified,Detailed in measure
5421,Not Specified,Change in localized lower limb functional capacity assessed by number of repetitions performed within 30 seconds in the sit to stand test,Not specified,Detailed in measure
5421,Not Specified,Change in shoulder functional capacity assessed by range of degrees in shoulder movement by goniometry,Not specified,Detailed in measure
