study_id,condition_name,mesh_term
4528,CREATIVITY,Not Specified
4528,ATTENTION,Not Specified
4528,EMPATHY,Not Specified
4529,MAJOR DEPRESSIVE DISORDER,Not Specified
4530,SARS,Not Specified
4530,COVID-19,Not Specified
4531,COVID-19,Not Specified
4532,ARDS,Not Specified
4532,ARDS,Not Specified
4532,COVID-19,Not Specified
4533,EXERCISE,Not Specified
4533,DETRAINING,Not Specified
4533,MUSCLE WEAKNESS,Not Specified
4533,MUSCLE ATROPHY,Not Specified
4534,COVID-19,Not Specified
4534,COVID-19,Not Specified
4535,COVID-19,Not Specified
4535,COVID-19,Not Specified
4535,COVID-19,Not Specified
4535,COVID-19,Not Specified
4535,COVID-19,Not Specified
4535,COVID-19,Not Specified
4535,COVID-19,Not Specified
4535,PNEUMONIA,Not Specified
4536,VIRAL INFECTION,Not Specified
4536,COVID-19,Not Specified
4537,ACUTE RESPIRATORY TRACT INFECTION,Not Specified
4537,RESPIRATORY FAILURE,Not Specified
4537,PNEUMONIA,Not Specified
4537,SEPTIC SHOCK,Not Specified
4537,HYPOXEMIA,Not Specified
4538,COVID-19,Not Specified
4538,RESPIRATORY FAILURE,Not Specified
4539,COVID-19,Not Specified
4539,COVID-19,Not Specified
4539,COVID-19,Not Specified
4539,COVID-19,Not Specified
4539,RESPIRATORY FAILURE,Not Specified
4539,RESPIRATORY FAILURE,Not Specified
4540,COVID-19,Not Specified
4540,SARS,Not Specified
4540,COVID-19,Not Specified
4540,ACUTE KIDNEY INJURY,Not Specified
4541,"DIABETIC PATIENT (TYPE 1,2, MODY, SECONDARY) OR WITH CORTICOSTEROID-INDUCED DIABETES FOLLOWING INITIATION OF CORTICOSTEROID TREATMENT",Not Specified
4542,CARDIOVASCULAR PREVENTION BEHAVIOUR,Not Specified
4543,COVID-19,Not Specified
4544,BUDESONIDE,Not Specified
4544,OLFACTION DISORDERS,Not Specified
4544,COVID-19,Not Specified
4544,ANOSMIA,Not Specified
4545,COVID-19,Not Specified
4546,COVID-19,Not Specified
4547,COVID-19,Not Specified
4548,PNEUMONIA,Not Specified
4549,CARDIOVASCULAR DISEASES,Not Specified
4549,HEART FAILURE,Not Specified
4550,RESPIRATORY FAILURE,Not Specified
4550,COVID-19,Not Specified
4550,MECHANICAL VENTILATION,Not Specified
4551,STRESS,Not Specified
4551,CAREER BURNOUT,Not Specified
4551,SATISFACTION,Not Specified
4552,COVID-19,Not Specified
4553,POSTPARTUM DEPRESSION,Not Specified
4554,MRSA BLOODSTREAM INFECTION,Not Specified
4554,MRSA BACTEREMIA,Not Specified
4554,MRSA RIGHT-SIDED ENDOCARDITIS,Not Specified
4554,COVID-19,Not Specified
4555,ST ELEVATED MYOCARDIAL INFARCTION UNDERGOING MECHANICAL REPERFUSION,Not Specified
4556,INFECTIOUS DISEASE,Not Specified
4556,PNEUMONIA,Not Specified
4556,MOLECULAR DIAGNOSIS,Not Specified
4556,COVID-19,Not Specified
4556,ARDS,Not Specified
4557,COLON CANCER,Not Specified
4558,ALCOHOL DRINKING,Not Specified
4558,ALCOHOL-RELATED DISORDERS,Not Specified
4558,PANDEMIC,Not Specified
4558,STRESS,Not Specified
4559,COVID-19,Not Specified
4560,HIV INFECTIONS,Not Specified
4560,SYPHILIS,Not Specified
4561,COVID-19,Not Specified
4562,COVID-19,Not Specified
4563,PERINATAL DEPRESSION,Not Specified
4563,SPECIFIC PHOBIA,Not Specified
4563,PERINATAL ANXIETY,Not Specified
4564,COVID-19,Not Specified
4565,ARDS,Not Specified
4566,SARS,Not Specified
4567,COVID-19,Not Specified
4567,COVID-19,Not Specified
4567,COVID-19,Not Specified
4567,COVID-19,Not Specified
4567,SARS,Not Specified
4567,COVID-19,Not Specified
4567,COVID-19,Not Specified
4567,ARDS,Not Specified
4567,ARDS,Not Specified
4568,COVID-19,Not Specified
4568,COVID-19,Not Specified
4568,ARDS,Not Specified
4568,ARDS,Not Specified
4569,MITOCHONDRIAL DISEASE,Not Specified
4570,COVID-19,Not Specified
4570,PNEUMONIA,Not Specified
4571,OBESITY,Not Specified
4571,TELEMEDICINE,Not Specified
4571,BARIATRIC SURGERY,Not Specified
4572,COVID-19,Not Specified
4572,RESPIRATORY FAILURE,Not Specified
4572,HYPOXIA,Not Specified
4573,COVID-19,Not Specified
4574,COVID-19,Not Specified
4575,COVID-19,Not Specified
4576,COVID-19,Not Specified
4576,COVID-19,Not Specified
4577,SPONDYLOARTHRITIS,Not Specified
4577,RHEUMATOID ARTHRITIS,Not Specified
4577,COVID-19,Not Specified
4578,AUTISM SPECTRUM DISORDER,Not Specified
4578,ATTENTION-DEFICIT HYPERACTIVITY DISORDER,Not Specified
4579,SARS,Not Specified
4580,COVID-19,Not Specified
4580,ARDS,Not Specified
4580,ARDS,Not Specified
4580,RESPIRATORY FAILURE,Not Specified
4580,COVID-19,Not Specified
4581,COVID-19,Not Specified
4581,RESPIRATORY DISEASE,Not Specified
4581,SARS,Not Specified
4582,HEALTHY,Not Specified
4583,ACUTE KIDNEY INJURY,Not Specified
4584,PANCREATITIS,Not Specified
4585,COVID-19,Not Specified
4585,"DIABETES MELLITUS, TYPE 2",Not Specified
4586,TYPE 1 DIABETES,Not Specified
4587,ANXIETY,Not Specified
4587,COVID-19,Not Specified
4588,COVID-19,Not Specified
4588,ARDS,Not Specified
4589,COVID-19,Not Specified
4590,DYSPHAGIA,Not Specified
4590,DYSPHONIA,Not Specified
4590,SUBGLOTTIC STENOSIS,Not Specified
4590,VOICE DISORDERS,Not Specified
4590,SWALLOWING DISORDER,Not Specified
4590,COVID-19,Not Specified
4590,SARS,Not Specified
4590,PNEUMONIA,Not Specified
4590,QUALITY OF LIFE,Not Specified
4590,COVID-19,Not Specified
4591,STRESS,Not Specified
4592,"SOCIAL ACCEPTANCE, SOCIAL ANXIETY",Not Specified
4593,COVID-19,Not Specified
4594,HEMATOPOIETIC AND LYMPHOID CELL NEOPLASM,Not Specified
4594,MALIGNANT SOLID NEOPLASM,Not Specified
4594,PNEUMONIA,Not Specified
4594,PNEUMONITIS,Not Specified
4594,ARDS,Not Specified
4594,COVID-19,Not Specified
4595,TYPE 2 DIABETES MELLITUS,Not Specified
4596,"DEPRESSION, ANXIETY",Not Specified
4597,COVID-19,Not Specified
4597,COVID-19,Not Specified
4597,ACUTE LUNG INJURY,Not Specified
4597,ISCHEMIA LIMB,Not Specified
4597,ARDS,Not Specified
4598,COVID-19,Not Specified
4599,SPINAL CORD INJURIES,Not Specified
4600,MYOCARDIAL INFARCTION,Not Specified
4601,HEALTHY,Not Specified
4601,CHRONIC DISEASE,Not Specified
4602,PULMONARY FIBROSIS,Not Specified
4602,INTERSTITIAL LUNG DISEASE,Not Specified
4602,RESPIRATORY DISEASE,Not Specified
4603,COVID-19,Not Specified
4604,COVID-19,Not Specified
4604,ENDOTHELIAL DYSFUNCTION,Not Specified
4604,MICROVASCULAR RAREFACTION,Not Specified
4605,COVID-19,Not Specified
4606,COVID-19,Not Specified
4607,COVID-19,Not Specified
4607,COVID-19,Not Specified
4607,SARS,Not Specified
4607,"THROMBOEMBOLISM, VENOUS",Not Specified
4607,ANTICOAGULANTS AND BLEEDING DISORDERS,Not Specified
4608,COVID-19,Not Specified
4608,ACUTE CORONARY SYNDROME,Not Specified
4608,MYOCARDIAL INFARCTION,Not Specified
4608,MYOCARDITIS,Not Specified
4608,VENOUS THROMBOEMBOLISM,Not Specified
4608,DEEP VEIN THROMBOSIS,Not Specified
4608,PULMONARY EMBOLISM,Not Specified
4609,COVID-19,Not Specified
4610,CRITICALLY ILLNESS,Not Specified
4610,SEDATION,Not Specified
4610,INVASIVE MECHANICAL VENTILATION,Not Specified
4610,ARDS,Not Specified
4611,COVID-19,Not Specified
4612,COVID-19,Not Specified
4612,CRITICAL ILLNESS,Not Specified
4612,VENOUS THROMBOEMBOLISM,Not Specified
4612,VENOUS THROMBOSES,Not Specified
4612,"VENOUS THROMBOSES, DEEP",Not Specified
4612,VENOUS THROMBOSIS PULMONARY,Not Specified
4612,PULMONARY EMBOLISM,Not Specified
4612,PULMONARY EMBOLISM AND THROMBOSIS,Not Specified
4612,COVID-19,Not Specified
4612,COVID-19,Not Specified
4613,HEALTH CARE WORKER (HCW),Not Specified
4613,COVID-19,Not Specified
4614,EMERGENCIES,Not Specified
4615,COVID-19,Not Specified
4616,CANCER,Not Specified
4617,STOMACH CANCER,Not Specified
4617,COVID-19,Not Specified
4618,HIV-1-INFECTION,Not Specified
4618,CANCER,Not Specified
4618,PRIMARY IMMUNE DEFICIENCY DISORDER,Not Specified
4618,IMMUNOSUPPRESSION DISORDERS,Not Specified
4618,COVID-19,Not Specified
4619,COVID-19,Not Specified
4620,COVID-19,Not Specified
4620,NASOPHARYNGITIS,Not Specified
4620,ANOSMIA,Not Specified
4620,FEVER,Not Specified
4620,MYALGIA,Not Specified
4620,COUGH,Not Specified
4620,NASAL CONGESTION,Not Specified
4621,INSOMNIA,Not Specified
4621,METACOGNITIVE BELIEFS,Not Specified
4621,ANXIETY,Not Specified
4621,DEPRESSION,Not Specified
4621,SLEEP,Not Specified
4622,DEVIANT SEXUAL FANTASIES,Not Specified
4623,COVID-19,Not Specified
4623,PREGNANCY COMPLICATIONS,Not Specified
4623,MENTAL HEALTH WELLNESS 1,Not Specified
4623,ANXIETY,Not Specified
4623,DEPRESSION,Not Specified
4623,PTSD,Not Specified
4623,COVID-19,Not Specified
4624,PNEUMONIA,Not Specified
4624,PNEUMONIA,Not Specified
4625,UPPER RESPIRATORY TRACT INFECTIONS,Not Specified
4625,VIRUS,Not Specified
4625,COVID-19,Not Specified
4625,VIRUS SHEDDING,Not Specified
4625,VIRAL INFECTION,Not Specified
4626,COVID-19,Not Specified
4626,THROMBOSIS,Not Specified
4626,PULMONARY EMBOLISM,Not Specified
4626,DEEP VEIN THROMBOSIS,Not Specified
4627,MOTHER-CHILD INTERACTION,Not Specified
4628,SUBSTANCE USE DISORDERS,Not Specified
4628,ALCOHOL USE DISORDER,Not Specified
4629,COVID-19,Not Specified
4629,PNEUMONIA,Not Specified
4629,ARDS,Not Specified
4630,COVID-19,Not Specified
4631,COVID-19,Not Specified
4631,FINANCIAL DISCLOSURE,Not Specified
4632,CACHEXIA,Not Specified
4632,MUSCLE LOSS,Not Specified
4632,MUSCLE WASTING,Not Specified
4632,MUSCLE ATROPHY,Not Specified
4632,CRITICAL ILLNESS,Not Specified
4633,COVID-19,Not Specified
4633,MENTAL HEALTH BURDEN,Not Specified
4634,DIAGNOSES DISEASE,Not Specified
4634,COVID-19,Not Specified
4635,ISOLATION,Not Specified
4635,ANXIETY,Not Specified
4635,HEALTH CARE UTILIZATION,Not Specified
4635,SICKLE CELL DISEASE,Not Specified
4635,PAIN,Not Specified
4636,QUALITY OF LIFE,Not Specified
4636,STRESS,Not Specified
4636,EMOTIONAL ADJUSTMENT,Not Specified
4637,RESPIRATORY TRACT INFECTIONS,Not Specified
4637,RESPIRATORY TRACT DISEASE,Not Specified
4638,APLASTIC ANEMIA,Not Specified
4638,HEMATOPOIETIC AND LYMPHOID CELL NEOPLASM,Not Specified
4638,MALIGNANT SOLID NEOPLASM,Not Specified
4638,MONOCLONAL B-CELL LYMPHOCYTOSIS,Not Specified
4638,MONOCLONAL GAMMOPATHY OF UNDETERMINED SIGNIFICANCE,Not Specified
4638,MYELODYSPLASTIC SYNDROME,Not Specified
4638,COVID-19,Not Specified
4639,COVID-19,Not Specified
4639,COVID-19,Not Specified
4640,COVID-19,Not Specified
4640,COVID-19,Not Specified
4641,HEMOPHILIA ARTHROPATHY,Not Specified
4642,COVID-19,Not Specified
4643,STRESS,Not Specified
4643,BURNOUT,Not Specified
4643,ANXIETY,Not Specified
4643,DEPRESSION,Not Specified
4643,COVID-19,Not Specified
4644,EATING HABITS,Not Specified
4645,COVID-19,Not Specified
4646,COVID-19,Not Specified
4646,CRITICAL ILLNESS,Not Specified
4647,COVID-19,Not Specified
4648,COVID-19,Not Specified
4648,COVID-19,Not Specified
4649,PNEUMONIA,Not Specified
4650,CRITICAL ILLNESS,Not Specified
4650,COVID-19,Not Specified
4650,CYTOKINE RELEASE SYNDROME,Not Specified
4651,COVID-19,Not Specified
4651,COVID-19,Not Specified
4651,COVID-19,Not Specified
4652,QUESTIONNAIRE DESIGNS,Not Specified
4652,COVID-19,Not Specified
4652,STRESS,Not Specified
4652,COPING SKILLS,Not Specified
4652,TWO-ITEM GENERALISED ANXIETY DISORDER SCALE,Not Specified
4652,PATIENT HEALTH QUESTIONNAIRE ANXIETY AND DEPRESSION SCALE,Not Specified
4652,HEALTH STATUS INDEX,Not Specified
4652,SUBJECTIVE HEALTH COMPLAINT,Not Specified
4652,MOOD,Not Specified
4653,COVID-19,Not Specified
4654,STRESS,Not Specified
4655,COVID-19,Not Specified
4656,TYPE2 DIABETES,Not Specified
4657,MENTAL HEALTH WELLNESS 1,Not Specified
4658,"SOLID TUMOR, ADULT",Not Specified
4659,COVID-19,Not Specified
4660,STRESS,Not Specified
4661,COVID-19,Not Specified
4661,FAVIPIRAVIR,Not Specified
4661,KALETRA,Not Specified
4661,HYDROXYCHLOROQUINE,Not Specified
4661,LOPINAVIR/RITONAVIR,Not Specified
4662,COVID-19,Not Specified
4663,STRESS,Not Specified
4663,EMOTIONAL DYSFUNCTION,Not Specified
4663,ANXIETY,Not Specified
4663,DEPRESSION,Not Specified
4664,COVID-19,Not Specified
4665,STRESS,Not Specified
4666,COVID-19,Not Specified
4667,TELEHEALTH,Not Specified
4668,COVID-19,Not Specified
4669,GASTROINTESTINAL DISEASE,Not Specified
4669,INFECTIOUS DISEASE,Not Specified
4670,STRESS,Not Specified
4671,ARDS,Not Specified
4671,COVID-19,Not Specified
4672,STRESS,Not Specified
4672,DEPRESSION,Not Specified
4672,ANXIETY,Not Specified
4673,INTUBATION COMPLICATION,Not Specified
4673,INTUBATION; DIFFICULT OR FAILED,Not Specified
4673,CARDIAC ARREST,Not Specified
4673,INFLUENZA,Not Specified
4673,SAFETY ISSUES,Not Specified
4674,COVID-19,Not Specified
4674,SOCIAL ISOLATION,Not Specified
4674,MENTAL HEALTH IMPAIRMENT,Not Specified
4675,CHRONIC CORONARY SYNDROME,Not Specified
4675,HEART FAILURE,Not Specified
4675,AMD AND MACULAR EDEMA,Not Specified
4675,RESPIRATORY FAILURE,Not Specified
4675,HEMOPHILIA,Not Specified
4675,MALIGNANT HEMOPATHY,Not Specified
4675,MULTIPLE SCLEROSIS,Not Specified
4675,HORTON'S DISEASE,Not Specified
4676,CHILDHOOD OBESITY,Not Specified
4677,COVID-19,Not Specified
4678,COVID-19,Not Specified
4679,BURNOUT,Not Specified
4680,PARENTING,Not Specified
4680,ANXIETY,Not Specified
4680,DEPRESSION,Not Specified
4680,ANGER,Not Specified
4681,COVID-19,Not Specified
4681,COVID-19,Not Specified
4681,PNEUMONIA,Not Specified
4682,INFLAMMATORY BOWEL DISEASES,Not Specified
4682,COVID-19,Not Specified
4683,COVID-19,Not Specified
4684,MENTAL DISORDER,Not Specified
4685,TRAINING,Not Specified
4686,"STROKE, ACUTE",Not Specified
4687,COVID-19,Not Specified
4688,CYSTIC FIBROSIS,Not Specified
4689,COVID-19,Not Specified
4690,CYTOKINE STORM,Not Specified
4690,COVID-19,Not Specified
4691,STRESS,Not Specified
4691,ANXIETY,Not Specified
4691,DEPRESSION,Not Specified
4692,COVID-19,Not Specified
4693,SOCIAL MEDIA,Not Specified
4693,COVID-19,Not Specified
4694,COVID-19,Not Specified
4694,COVID-19,Not Specified
4694,COVID-19,Not Specified
4695,SOCIAL DISTANCE,Not Specified
4696,COVID-19,Not Specified
4696,PERSONAL PROTECTIVE EQUIPMENT,Not Specified
4697,COVID-19,Not Specified
4697,HEMATOPOIETIC AND LYMPHOID CELL NEOPLASM,Not Specified
4697,MALIGNANT SOLID NEOPLASM,Not Specified
4698,COVID-19,Not Specified
4699,"DEPRESSION, ANXIETY",Not Specified
4700,COVID-19,Not Specified
4701,RESPIRATORY FAILURE,Not Specified
4702,PNEUMONIA,Not Specified
4702,COVID-19,Not Specified
4702,RESPIRATORY FAILURE,Not Specified
4702,EMBOLISM AND THROMBOSIS,Not Specified
4703,RESPIRATORY FAILURE,Not Specified
4703,ARDS,Not Specified
4704,NUMBER OF PATIENTS DURING THE STUDYING PERIOD,Not Specified
4704,REASON FOR CONSULTATION,Not Specified
4705,COVID-19,Not Specified
4705,CRITICAL ILLNESS,Not Specified
4705,HIGH INTENSITY INTERVAL TRAINING,Not Specified
4705,ICU,Not Specified
4705,INTENSIVE CARE UNITS,Not Specified
4705,FITNESS TRACKERS,Not Specified
4706,KIDNEY TRANSPLANT RECIPIENTS,Not Specified
4707,STRESS,Not Specified
4707,MORAL INJURY,Not Specified
4708,COVID-19,Not Specified
4709,ANXIETY,Not Specified
4710,PSYCHOSIS;SCHIZOPHRENIC,Not Specified
4710,PERSONALITY DISORDERS,Not Specified
4710,MOOD DISORDERS,Not Specified
4710,ANXIETY DISORDERS,Not Specified
4710,STRESS,Not Specified
4711,COVID-19,Not Specified
4712,PREGNANCY COMPLICATIONS,Not Specified
4712,"PREGNANCY, HIGH RISK",Not Specified
4712,PREGNANCY INDUCED HYPERTENSION,Not Specified
4712,NEWBORN MORBIDITY,Not Specified
4712,FETAL GROWTH RETARDATION,Not Specified
4712,FETUS DISORDER,Not Specified
4712,"WEIGHT GAIN, MATERNAL",Not Specified
4712,MATERNAL-FETAL RELATIONS,Not Specified
4713,MULTIPLE SCLEROSIS,Not Specified
4713,COVID-19,Not Specified
4714,CHILD DEVELOPMENT,Not Specified
4714,MOTHER-INFANT INTERACTION,Not Specified
4714,COVID-19,Not Specified
4715,PATIENT PREFERENCE,Not Specified
4716,COVID-19,Not Specified
4717,COVID-19,Not Specified
4718,HEALTHCARE WORKER,Not Specified
4718,COVID-19,Not Specified
4719,TELEMEDICINE,Not Specified
4719,"SURGERY, PLASTIC",Not Specified
4720,PULMONARY DISEASE,Not Specified
4720,COVID-19,Not Specified
4720,PHYSICAL DISABILITY,Not Specified
4721,COVID-19,Not Specified
4721,RESPIRATORY FAILURE,Not Specified
4722,COVID-19,Not Specified
4723,COVID-19,Not Specified
4724,BURNOUT,Not Specified
4725,MENTAL HEALTH WELLNESS 1,Not Specified
4726,WELL-BEING (PSYCHOLOGICAL FLOURISHING),Not Specified
4726,DEPRESSION,Not Specified
4726,QUALITY OF LIFE,Not Specified
4726,LONELINESS,Not Specified
4726,PHYSICAL ACTIVITY,Not Specified
4726,SOCIAL IDENTIFICATION,Not Specified
4726,PHYSICAL HEALTH,Not Specified
4727,STRESS,Not Specified
4727,STRESS,Not Specified
4727,COMPASSION FATIGUE,Not Specified
4727,PSYCHOLOGICAL TRAUMA,Not Specified
4727,HEALTHCARE WORKERS,Not Specified
4727,HEALTHCARE PROVIDERS,Not Specified
4728,COVID-19,Not Specified
4728,HYPOXEMIA,Not Specified
4729,COVID-19,Not Specified
4730,DENTAL CARIES IN CHILDREN,Not Specified
4730,DENTAL DISEASES,Not Specified
4731,STRESS,Not Specified
4732,CHRONIC PAIN,Not Specified
4733,COVID-19,Not Specified
4734,COPD EXACERBATION,Not Specified
4734,COPD,Not Specified
4735,HAND HYGIENE,Not Specified
4736,PNEUMONIA,Not Specified
4737,COVID-19,Not Specified
4737,COVID-19,Not Specified
4737,CANCER,Not Specified
4737,SOLID TUMOR,Not Specified
4737,CARCINOMA,Not Specified
4737,BLOOD CANCER,Not Specified
4738,COVID-19,Not Specified
4739,VENTRICULAR SEPTAL RUPTURE,Not Specified
4739,PAPILLARY MUSCLE RUPTURE,Not Specified
4739,"FREE WALL RUPTURE, HEART",Not Specified
4740,COMPLICATION OF MEDICAL CARE,Not Specified
4740,PNEUMONIA,Not Specified
4741,FOOD LITERACY,Not Specified
4741,FOOD HABITS,Not Specified
4741,BEHAVIOR AND BEHAVIOR MECHANISMS,Not Specified
4741,EATING BEHAVIOR,Not Specified
4742,VIRAL INFECTION,Not Specified
4743,ANXIETY,Not Specified
4744,TYPE 2 DIABETES,Not Specified
4744,TYPE 1 DIABETES MELLITUS,Not Specified
4745,CYTOKINE STORM,Not Specified
4746,NUTRITION POOR,Not Specified
4746,VIRAL INFECTION,Not Specified
4746,ORAL DISEASE,Not Specified
4747,STRESS,Not Specified
4747,INTENSIVE CARE PSYCHIATRIC DISORDER,Not Specified
4747,ANXIETY DISORDERS,Not Specified
4747,DEPRESSION,Not Specified
4747,CRITICAL CARE,Not Specified
4747,COVID-19,Not Specified
4748,PNEUMONIA,Not Specified
4748,COVID-19,Not Specified
4749,ARDS,Not Specified
4749,CYTOKINE RELEASE SYNDROME,Not Specified
4749,COVID-19,Not Specified
4750,ANESTHESIA,Not Specified
4751,EYE TRAUMA,Not Specified
4752,EMERGENCY MEDICINE,Not Specified
4752,CARDIOPULMONARY ARREST,Not Specified
4752,SHOCK,Not Specified
4753,STRESS,Not Specified
4753,QUALITY OF LIFE,Not Specified
4754,SARS,Not Specified
4755,LYMPHEDEMA,Not Specified
4756,CARDIOVASCULAR RISK FACTOR,Not Specified
4756,BURNOUT,Not Specified
4756,IMMUNE DEFICIENCY,Not Specified
4757,TELEHEALTH,Not Specified
4758,CHRONIC PAIN,Not Specified
4759,HIV,Not Specified
4759,DEPRESSION IN OLD AGE,Not Specified
4759,"ISOLATION, SOCIAL",Not Specified
4759,AGING,Not Specified
4760,ARDS,Not Specified
4760,COVID-19,Not Specified
4760,MECHANICAL VENTILATION COMPLICATION,Not Specified
4760,VENTILATION PERFUSION MISMATCH,Not Specified
4761,COVID-19,Not Specified
4762,COVID-19,Not Specified
4763,COVID-19,Not Specified
4763,COVID-19,Not Specified
4763,MORTALITY,Not Specified
4764,COVID-19,Not Specified
4765,COVID-19,Not Specified
4765,COVID-19,Not Specified
4765,COVID-19,Not Specified
4765,INFLUENZA -LIKE ILLNESS,Not Specified
4765,LOWER RESP TRACT INFECTION,Not Specified
4765,UPPER RESP TRACT INFECTION,Not Specified
4766,COVID-19,Not Specified
4767,FIBROMYALGIA,Not Specified
4767,CHRONIC LOW-BACK PAIN,Not Specified
4768,STRESS,Not Specified
4769,STRESS,Not Specified
4770,STRESS,Not Specified
4770,ANXIETY,Not Specified
4770,DEPRESSION,Not Specified
4771,ANOSMIA,Not Specified
4772,COVID-19,Not Specified
4772,COVID-19,Not Specified
4772,DIABETE MELLITUS,Not Specified
4772,CARDIOPATHY,Not Specified
4772,PULMONARY DISEASE,Not Specified
4772,RENAL DISEASE,Not Specified
4772,LIVER DISEASES,Not Specified
4773,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,Not Specified
4773,IDIOPATHIC PULMONARY FIBROSIS,Not Specified
4773,ASTHMA CHRONIC,Not Specified
4774,RHEUMATIC DISEASES,Not Specified
4775,DEPRESSION,Not Specified
4775,HEMODIALYSIS,Not Specified
4776,COVID-19,Not Specified
4777,ARDS,Not Specified
4777,COVID-19,Not Specified
4778,MUSCULOSKELETAL PAIN,Not Specified
4779,MENTAL WELL-BEING,Not Specified
4780,COVID-19,Not Specified
4780,ENVIRONMENTAL EXPOSURE,Not Specified
4780,CHRONIC KIDNEY DISEASES,Not Specified
4781,CARDIOVASCULAR DISEASES,Not Specified
4781,CARDIOVASCULAR RISK FACTOR,Not Specified
4781,SARS,Not Specified
4782,COVID-19,Not Specified
4782,ARDS,Not Specified
4783,STRESS,Not Specified
4783,TRAUMA,Not Specified
4783,MENTAL HEALTH ISSUE,Not Specified
4783,HEALTHCARE WORKERS,Not Specified
4784,CHRONIC FATIGUE SYNDROME,Not Specified
4784,INTENSIVE CARE UNIT,Not Specified
4784,MUSCLE,Not Specified
4785,COVID-19,Not Specified
4786,2019-NCOV,Not Specified
4787,FAMILY MEMBERS,Not Specified
4787,POST INTENSIVE CARE UNIT SYNDROME,Not Specified
4787,STRESS,Not Specified
4788,COVID-19,Not Specified
4788,SARS,Not Specified
4788,VIRAL INFECTION,Not Specified
4788,CORONAVIRIDAE INFECTIONS,Not Specified
4788,NIDOVIRALES INFECTIONS,Not Specified
4788,RNA VIRUS INFECTIONS,Not Specified
4788,RESPIRATORY TRACT INFECTIONS,Not Specified
4788,RESPIRATORY TRACT DISEASE,Not Specified
4789,TRANSPLANT RECIPIENT,Not Specified
4789,COVID-19,Not Specified
4790,LYMPHOPENIA,Not Specified
4791,BARIATRIC SURGERY,Not Specified
4791,OBESITY,Not Specified
4792,HEALTHY,Not Specified
4793,COVID-19,Not Specified
4793,COVID-19,Not Specified
4794,MENTAL DISORDER,Not Specified
4794,COVID-19,Not Specified
4794,STRESS,Not Specified
4794,DEPRESSION,Not Specified
4794,ANXIETY,Not Specified
4794,IRRITABLE MOOD,Not Specified
4795,"EFFICACY, SELF",Not Specified
4795,"SATISFACTION, PATIENT",Not Specified
4795,TELEMEDICINE,Not Specified
4796,MULTIPLE MYELOMA,Not Specified
4797,COVID-19,Not Specified
4797,HYPOXIA,Not Specified
4798,STRESS,Not Specified
4798,ANXIETY,Not Specified
4798,DEPRESSION,Not Specified
4798,RESILIENCE,Not Specified
4798,WELLBEING,Not Specified
4798,MOOD,Not Specified
4799,"ALL, ADULT",Not Specified
4800,COLON POLYP,Not Specified
4800,COLON DISEASE,Not Specified
4800,"REFLUX, GASTROESOPHAGEAL",Not Specified
4800,"VARICES, ESOPHAGEAL",Not Specified
4801,COVID-19,Not Specified
4802,"ASSESSMENT, SELF",Not Specified
4803,ANOREXIA NERVOSA,Not Specified
4804,COVID-19,Not Specified
4805,MILD COGNITIVE IMPAIRMENT,Not Specified
4805,DEMENTIA,Not Specified
4806,COVID-19,Not Specified
4806,ANGIOGENESIS,Not Specified
4806,ENDOTHELIAL DYSFUNCTION,Not Specified
4806,CARDIOVASCULAR MORBIDITY,Not Specified
4807,HAPPINESS,Not Specified
4807,ANXIETY,Not Specified
4807,DEPRESSION,Not Specified
4807,MORALITY,Not Specified
4808,PEDIATRIC OBESITY,Not Specified
4808,CLINICAL TRIAL,Not Specified
4809,COVID-19,Not Specified
4809,"PULMONARY EMBOLISM, DEEP VEIN THROMBOSIS",Not Specified
4810,HEALTH BEHAVIOR,Not Specified
4811,COVID-19,Not Specified
4811,RESPIRATORY FAILURE,Not Specified
4812,COVID-19,Not Specified
4812,COVID-19,Not Specified
4813,COVID-19,Not Specified
4813,EYE DISEASES,Not Specified
4814,THE USE OF MODERN TECHNOLOGY APPLICATIONS IN HOME ISOLATION,Not Specified
4815,2019-NCOV,Not Specified
4816,COVID-19,Not Specified
4816,COVID-19,Not Specified
4816,PNEUMONIA,Not Specified
4816,CLINICAL TRIAL,Not Specified
4817,PULMONARY FIBROSIS,Not Specified
4818,EXERCISE CAPACITY,Not Specified
4818,GERIATRIC,Not Specified
4818,MASK,Not Specified
4819,SARS,Not Specified
4820,PNEUMONIA,Not Specified
4821,COVID-19,Not Specified
4822,ANXIETY,Not Specified
4822,WELL-BEING,Not Specified
4823,MAGEC ROD,Not Specified
4824,MAJOR DEPRESSIVE DISORDER,Not Specified
4825,DEPRESSION,Not Specified
4826,ADHERENCE TO WHO-ADVISED HYGIENE-RELATED BEHAVIOR,Not Specified
4826,ADHERENCE TO VIRAL MITIGATION PROTOCOLS,Not Specified
4827,BIPOLAR DEPRESSION,Not Specified
4828,COVID-19,Not Specified
4829,ARDS,Not Specified
4829,RESPIRATORY FAILURE,Not Specified
4829,AKI,Not Specified
4830,ASSISTED REPRODUCTION,Not Specified
4831,COVID-19,Not Specified
4832,2019-NCOV,Not Specified
4833,ACCESS TO CHIROPRACTIC CARE SERVICES,Not Specified
4834,IMMUNE THROMBOCYTOPENIA,Not Specified
4835,QUALITY OF LIFE,Not Specified
4835,STRESS,Not Specified
4836,COVID-19,Not Specified
